date,username,phenotype,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
20191030,nmccarty3,wt,O2,R1220,500.0,15280.28619199954,1220.0,0.5625633986096642
20191030,nmccarty3,wt,O2,R60,500.0,20439.76596309222,60.0,1.005808443680355
20191030,nmccarty3,wt,O2,R1740,500.0,15887.733047439213,1740.0,0.614748467795503
20191030,nmccarty3,wt,O2,delta,500.0,20372.154270635416,0.0,1.0
20191030,nmccarty3,wt,O2,R22,500.0,20533.73980775646,22.0,1.0138816299048734
20191030,nmccarty3,wt,O2,R124,500.0,20187.818993143803,124.0,0.984163965747542
20191030,nmccarty3,wt,O2,R60,1000.0,16981.690567946236,60.0,1.1176019117860212
20191030,nmccarty3,wt,O2,R1220,1000.0,18016.529021779497,1220.0,1.2583067255383227
20191030,nmccarty3,wt,O2,R260,1000.0,16477.845294056962,260.0,1.0490951268284627
20191030,nmccarty3,wt,O2,R124,1000.0,14131.619800705263,124.0,0.7300837682535096
20191030,nmccarty3,wt,O2,R22,1000.0,15122.825568095268,22.0,0.8648559371598745
20191030,nmccarty3,wt,O2,R1740,1000.0,8783.928631115863,1740.0,0.00296941795594951
20191030,nmccarty3,wt,O2,delta,1000.0,16116.766495236669,0.0,1.0
20191030,nmccarty3,wt,O2,R260,5000.0,17114.861588079646,260.0,0.9872503308170729
20191030,nmccarty3,wt,O2,R1220,5000.0,17604.597658919298,1220.0,1.0455392880214147
20191030,nmccarty3,wt,O2,R124,5000.0,16544.61034542164,124.0,0.9193783641432143
20191030,nmccarty3,wt,O2,R1740,5000.0,10787.950988432183,1740.0,0.23421406672025177
20191030,nmccarty3,wt,O2,R22,5000.0,16743.73521264808,22.0,0.9430784376219402
20191030,nmccarty3,wt,O2,delta,5000.0,17221.98261390728,0.0,1.0
20191030,nmccarty3,wt,O2,R60,5000.0,17644.881572031452,60.0,1.0503339262505162
