date,username,phenotype,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
20191107,nmccarty3,wt,O1,R1740,10.0,9360.314446454748,1740.0,0.011519862234655573
20191107,nmccarty3,wt,O1,R22,10.0,39804.995971830525,22.0,1.1492957447379375
20191107,nmccarty3,wt,O1,R124,10.0,11407.095546330373,124.0,0.08801198025076884
20191107,nmccarty3,wt,O1,R1220,10.0,9782.09080086224,1220.0,0.02728244997777296
20191107,nmccarty3,wt,O1,R260,10.0,10347.27393176709,260.0,0.048404422792802985
20191107,nmccarty3,wt,O1,R60,10.0,12143.091323627135,60.0,0.11551754782698205
20191107,nmccarty3,wt,O1,delta,25.0,35903.884035997624,0.0,1.0
20191107,nmccarty3,wt,O1,R1740,25.0,9840.449481825111,1740.0,0.04301660570601505
20191107,nmccarty3,wt,O1,R22,25.0,38649.557664970096,22.0,1.1008141909929867
20191107,nmccarty3,wt,O1,R124,25.0,12316.866008390049,124.0,0.13394435693358445
20191107,nmccarty3,wt,O1,R1220,25.0,10191.442479408519,1220.0,0.05590418080678074
20191107,nmccarty3,wt,O1,R260,25.0,11140.740963457285,260.0,0.09076002006982545
20191107,nmccarty3,wt,O1,R60,25.0,13036.176865888674,60.0,0.16035563225997268
20191107,nmccarty3,wt,O1,R1220,50.0,11209.201690459024,1220.0,0.09450388229348453
20191107,nmccarty3,wt,O1,R60,50.0,18192.00321618083,60.0,0.3373567720919335
20191107,nmccarty3,wt,O1,R260,50.0,12306.527177526901,260.0,0.13266745669872695
20191107,nmccarty3,wt,O1,delta,50.0,37245.126885764694,0.0,1.0
20191107,nmccarty3,wt,O1,R22,50.0,38060.41813487137,22.0,1.0283547849876022
20191107,nmccarty3,wt,O1,R1740,50.0,10084.32280472092,1740.0,0.0553820359874606
20191107,nmccarty3,wt,O1,R124,50.0,14882.286940255633,124.0,0.22224908085072936
20191107,nmccarty3,wt,O1,R22,75.0,38788.53052890212,22.0,1.1047259923855204
20191107,nmccarty3,wt,O1,R1740,75.0,10721.475311630924,1740.0,0.06777558744771885
20191107,nmccarty3,wt,O1,delta,75.0,35953.92031324361,0.0,1.0
20191107,nmccarty3,wt,O1,R124,75.0,17140.230885913512,124.0,0.30491949657621703
20191107,nmccarty3,wt,O1,R1220,75.0,11149.952667931246,1220.0,0.08360588259919913
20191107,nmccarty3,wt,O1,R60,75.0,19537.187885607837,60.0,0.39347618740860785
20191107,nmccarty3,wt,O1,R260,75.0,13841.685456879328,260.0,0.1830532020232368
20191107,nmccarty3,wt,O1,R22,100.0,37214.35828018828,22.0,1.0545412437756725
20191107,nmccarty3,wt,O1,R1740,100.0,9164.792671092217,1740.0,-0.0280112998558988
20191107,nmccarty3,wt,O1,R260,100.0,10322.863146695512,260.0,0.016683586209018497
20191107,nmccarty3,wt,O1,delta,100.0,35801.162953377345,0.0,1.0
20191107,nmccarty3,wt,O1,R124,100.0,12203.477423964938,124.0,0.08926452374723352
20191107,nmccarty3,wt,O1,R60,100.0,16922.07748516954,60.0,0.271375454441313
20191107,nmccarty3,wt,O1,R1220,100.0,9711.14050245954,1220.0,-0.006925403453906367
20191107,nmccarty3,wt,O1,R260,250.0,20761.645823765102,260.0,0.4395749065760728
20191107,nmccarty3,wt,O1,delta,250.0,36103.2250608409,0.0,1.0
20191107,nmccarty3,wt,O1,R22,250.0,34111.626701895475,22.0,0.9272472749299782
20191107,nmccarty3,wt,O1,R1740,250.0,13308.023382746242,1740.0,0.16729543727869456
20191107,nmccarty3,wt,O1,R1220,250.0,14314.840460194282,1220.0,0.20407428161865782
20191107,nmccarty3,wt,O1,R124,250.0,25885.706717445373,124.0,0.626755917127501
20191107,nmccarty3,wt,O1,R60,250.0,28839.899099397,60.0,0.7346720264186761
20191107,nmccarty3,wt,O1,R124,500.0,28475.097586585725,124.0,0.687295780802999
20191107,nmccarty3,wt,O1,R60,500.0,30403.950926130117,60.0,0.7566875434732085
20191107,nmccarty3,wt,O1,R1220,500.0,16262.113165843588,1220.0,0.2479256643485855
20191107,nmccarty3,wt,O1,R22,500.0,37896.05728774141,22.0,1.026220978642364
20191107,nmccarty3,wt,O1,R1740,500.0,15613.492546812253,1740.0,0.2245911126042532
20191107,nmccarty3,wt,O1,R260,500.0,24347.960825666414,260.0,0.5388193317387809
20191107,nmccarty3,wt,O1,delta,500.0,37167.20388678639,0.0,1.0
20191107,nmccarty3,wt,O1,R22,1000.0,38521.10445002295,22.0,1.0109014806601873
20191107,nmccarty3,wt,O1,R1220,1000.0,17589.92283998553,1220.0,0.2999477549587226
20191107,nmccarty3,wt,O1,delta,1000.0,38200.15406567613,0.0,1.0
20191107,nmccarty3,wt,O1,R1740,1000.0,17096.63353117243,1740.0,0.2831925674837262
20191107,nmccarty3,wt,O1,R124,1000.0,31409.505557902663,124.0,0.7693471421500888
20191107,nmccarty3,wt,O1,R60,1000.0,32167.512153293494,60.0,0.7950937828863655
20191107,nmccarty3,wt,O1,R260,1000.0,26044.644558919874,260.0,0.5871229377951739
20191107,nmccarty3,wt,O1,R60,5000.0,31475.687979921422,60.0,0.8598827953365722
20191107,nmccarty3,wt,O1,R124,5000.0,29195.788957473414,124.0,0.7727092493280401
20191107,nmccarty3,wt,O1,R260,5000.0,27336.495363837686,260.0,0.7016178483351397
20191107,nmccarty3,wt,O1,R22,5000.0,37045.71315112457,22.0,1.072856633541563
20191107,nmccarty3,wt,O1,R1220,5000.0,19394.547558737017,1220.0,0.3979518764791025
20191107,nmccarty3,wt,O1,delta,5000.0,35140.252432869456,0.0,1.0
20191107,nmccarty3,wt,O1,R1740,5000.0,18116.111258388977,1740.0,0.3490699634864367
