date,username,phenotype,operator,strain,IPTGuM,mean_FITC_H,repressors,fold_change
csv\20191101,nmccarty3,wt,O1,delta,100.0,27505.42165339464,0.0,1.0
csv\20191101,nmccarty3,wt,O1,R1220,100.0,10741.718468273022,1220.0,0.1149772349714971
csv\20191101,nmccarty3,wt,O1,R124,100.0,16931.213510561523,124.0,0.4417453694322743
csv\20191101,nmccarty3,wt,O1,R1740,100.0,9591.795421050614,1740.0,0.05426821002729327
csv\20191101,nmccarty3,wt,O1,R22,100.0,29192.020850713194,22.0,1.0890422998201572
csv\20191101,nmccarty3,wt,O1,R260,100.0,14189.723040810832,260.0,0.29701115116053484
csv\20191101,nmccarty3,wt,O1,R60,100.0,18428.314270307696,60.0,0.5207832907844483
csv\20191101,nmccarty3,wt,O1,delta,250.0,27556.711286792353,0.0,1.0
csv\20191101,nmccarty3,wt,O1,R1220,250.0,11059.726551957849,1220.0,0.12539502731864952
csv\20191101,nmccarty3,wt,O1,R124,250.0,19728.126527526794,124.0,0.5849593565390555
csv\20191101,nmccarty3,wt,O1,R1740,250.0,10050.87877888199,1740.0,0.07190990302514606
csv\20191101,nmccarty3,wt,O1,R22,250.0,29683.179656449855,22.0,1.1127369540704561
csv\20191101,nmccarty3,wt,O1,R260,250.0,18079.991999503836,260.0,0.49758177348213756
csv\20191101,nmccarty3,wt,O1,R60,250.0,21819.62194878471,60.0,0.6958421830176361
csv\20191101,nmccarty3,wt,O1,delta,500.0,26725.914947294597,0.0,1.0
csv\20191101,nmccarty3,wt,O1,R1220,500.0,14783.091173961604,1220.0,0.3353643006676422
csv\20191101,nmccarty3,wt,O1,R124,500.0,23703.901714429365,124.0,0.8318205211315379
csv\20191101,nmccarty3,wt,O1,R1740,500.0,12090.12484728992,1740.0,0.185496765838698
csv\20191101,nmccarty3,wt,O1,R22,500.0,28656.79907673587,22.0,1.1074565402670093
csv\20191101,nmccarty3,wt,O1,R260,500.0,20353.567160694292,260.0,0.6453694781134567
csv\20191101,nmccarty3,wt,O1,R60,500.0,23743.47786162455,60.0,0.8340229919011967
csv\20191101,nmccarty3,wt,O1,delta,1000.0,31829.408051963408,0.0,1.0
csv\20191101,nmccarty3,wt,O1,R1220,1000.0,13206.129606246695,1220.0,0.16158410500953863
csv\20191101,nmccarty3,wt,O1,R124,1000.0,24270.5158422061,124.0,0.6597003370994703
csv\20191101,nmccarty3,wt,O1,R1740,1000.0,7875.046939419937,1740.0,-0.07842006280677295
csv\20191101,nmccarty3,wt,O1,R22,1000.0,33274.31952726424,22.0,1.0650495964648459
csv\20191101,nmccarty3,wt,O1,R260,1000.0,17683.118853540956,260.0,0.3631371751402277
csv\20191101,nmccarty3,wt,O1,R60,1000.0,27382.10912295856,60.0,0.7997835814612276
csv\20191101,nmccarty3,wt,O1,delta,5000.0,25655.770665021817,0.0,1.0
csv\20191101,nmccarty3,wt,O1,R1220,5000.0,15805.246114237068,1220.0,0.41613694824792913
csv\20191101,nmccarty3,wt,O1,R124,5000.0,24077.127911705,124.0,0.90643024431583
csv\20191101,nmccarty3,wt,O1,R1740,5000.0,13014.898800167231,1740.0,0.2507467002624835
csv\20191101,nmccarty3,wt,O1,R22,5000.0,27532.559435262945,22.0,1.1112415499537744
csv\20191101,nmccarty3,wt,O1,R260,5000.0,22493.498820188863,260.0,0.8125649369965044
csv\20191101,nmccarty3,wt,O1,R60,5000.0,23755.943115875798,60.0,0.8873928890864311
